Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Duration,Flow Packets/s,SYN Flag Count,Label
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,52502,80,8,5,56,11601.0,86276821,0.150677782,0,DDoS
4/7/2017 2:00,192.168.10.5,192.168.10.3,17,61232,53,2,2,66,204.0,72695,55.02441709,0,BENIGN
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,32579,80,3,6,26,11607.0,629512,14.29678862,0,DDoS
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,60455,80,8,5,56,11601.0,78529524,0.165542835,0,DDoS
5/7/2017 10:20,192.168.10.15,23.192.11.230,6,52612,443,9,7,558,4179.0,408894,39.12994566,0,BENIGN
5/7/2017 10:51,192.168.10.50,172.16.0.1,6,80,51408,7,5,11595,392.0,84500980,0.142010187,0,BENIGN
4/7/2017 2:17,52.2.0.226,192.168.10.8,6,443,54207,2,0,31,0.0,3,666666.6667,1,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,17759,80,3,4,26,11601.0,652016,10.73593286,0,DDoS
5/7/2017 2:10,192.168.10.17,204.11.109.68,6,43650,80,27,22,8277,9154.0,117255304,0.417891544,0,BENIGN
4/7/2017 2:14,192.168.10.3,192.168.10.1,17,61918,53,1,1,40,123.0,70851,28.22825366,0,BENIGN
4/7/2017 10:33,192.168.10.3,192.168.10.1,17,61865,53,1,1,46,62.0,23319,85.76697114,0,BENIGN
4/7/2017 9:01,192.168.10.9,159.127.42.108,6,1177,443,7,8,978,4147.0,10315106,1.454177979,0,BENIGN
4/7/2017 1:10,192.168.10.9,192.168.10.3,17,62781,53,2,2,88,164.0,47987,83.35590889,0,BENIGN
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,63682,80,8,6,56,11601.0,9953740,1.406506499,0,DDoS
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,27530,80,5,0,30,0.0,7872812,0.635097091,0,DDoS
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,22711,80,4,0,24,0.0,8070784,0.4956148,0,DDoS
5/7/2017 10:08,192.168.10.3,192.168.10.1,17,60575,53,1,1,43,113.0,75832,26.37409009,0,BENIGN
4/7/2017 9:56,192.168.10.51,178.255.83.1,6,54735,80,3,0,0,0.0,44068,68.07660888,0,BENIGN
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,24208,80,3,6,26,11601.0,134725,66.80274634,0,DDoS
5/7/2017 2:50,192.168.10.8,192.168.10.3,17,58935,53,2,2,68,100.0,23541,169.9163162,0,BENIGN
7/7/2017 4:12,172.16.0.1,192.168.10.50,6,61677,80,3,4,26,11607.0,1808002,3.871677133,0,DDoS
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,54785,80,5,0,30,0.0,5459826,0.9157801,0,DDoS
5/7/2017 4:58,192.168.10.16,199.59.88.242,6,49162,443,2,0,0,0.0,184,10869.56522,0,BENIGN
5/7/2017 2:30,172.217.10.238,192.168.10.25,6,443,52561,1,1,0,0.0,43,46511.62791,0,BENIGN
5/7/2017 2:15,192.168.10.8,192.168.10.3,17,55780,53,2,2,166,422.0,199,20100.50251,0,BENIGN
5/7/2017 12:29,192.168.10.9,192.168.10.3,6,18132,49671,1,2,6,12.0,44,68181.81818,0,BENIGN
4/7/2017 11:38,192.168.10.16,192.168.10.3,17,32692,53,2,2,92,170.0,50812,78.72156184,0,BENIGN
4/7/2017 4:53,192.168.10.50,192.168.10.3,17,2852,53,2,2,46,46.0,167,23952.09581,0,BENIGN
5/7/2017 11:50,192.168.10.15,129.146.12.98,6,55627,443,2,0,12,0.0,178,11235.95506,0,BENIGN
4/7/2017 4:19,192.168.10.8,192.168.10.3,17,53217,53,2,2,90,122.0,176,22727.27273,0,BENIGN
5/7/2017 1:20,192.168.10.19,192.168.10.255,17,137,137,13,0,650,0.0,20,650000.0,0,BENIGN
7/7/2017 3:56,172.16.0.1,192.168.10.50,6,51930,80,9,6,62,11607.0,71996613,0.208343134,0,DDoS
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,30921,80,5,0,30,0.0,3343974,1.495226937,0,DDoS
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,56791,80,4,0,24,0.0,11109470,0.36005318,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,61985,80,5,0,30,0.0,7690742,0.650132328,0,DDoS
5/7/2017 3:19,192.168.10.9,192.168.10.3,17,64753,53,2,2,70,254.0,147335,27.14901415,0,BENIGN
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,38705,80,3,6,26,11607.0,388367,23.17395659,0,DDoS
5/7/2017 2:09,192.168.10.3,192.168.10.1,17,61689,53,1,1,58,143.0,525,3809.52381,0,BENIGN
4/7/2017 4:28,192.168.10.9,192.168.10.3,17,58176,53,2,2,56,568.0,274,14598.54015,0,BENIGN
4/7/2017 9:10,192.168.10.14,192.168.10.3,17,57929,53,2,2,68,236.0,171,23391.81287,0,BENIGN
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,29930,80,3,5,26,11607.0,1621963,4.932295003,0,DDoS
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,51393,80,3,7,26,11601.0,845112,11.83275116,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,64665,80,8,4,56,11601.0,82215669,0.145957579,0,DDoS
4/7/2017 4:53,192.168.10.8,192.168.10.3,17,56989,53,2,2,180,236.0,50957,78.49755676,0,BENIGN
4/7/2017 9:49,192.168.10.5,192.168.10.3,17,61781,53,2,2,66,98.0,152,26315.78947,0,BENIGN
4/7/2017 3:57,192.168.10.8,104.25.131.104,6,56209,443,10,7,510,2835.0,2094506,8.116472333,0,BENIGN
5/7/2017 3:29,64.4.54.254,192.168.10.14,6,443,56753,1,1,6,6.0,70,28571.42857,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,61787,80,5,0,30,0.0,3375979,1.481051867,0,DDoS
5/7/2017 12:02,192.168.10.25,172.217.12.198,6,51752,443,10,5,904,735.0,30006583,0.499890307,0,BENIGN
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,38757,80,3,5,26,11607.0,419924,19.05106638,0,DDoS
5/7/2017 10:08,192.168.10.51,172.16.0.1,6,47876,443,2,0,62,0.0,6671946,0.299762618,1,BENIGN
5/7/2017 3:18,192.168.10.5,162.208.22.34,6,59285,443,7,5,376,3508.0,111507,107.6165622,0,BENIGN
7/7/2017 3:51,192.168.10.3,192.168.10.1,17,61006,53,1,1,76,160.0,465,4301.075269,0,BENIGN
4/7/2017 4:39,192.168.10.17,172.217.9.238,6,50452,443,7,4,635,168.0,5877483,1.871549437,0,BENIGN
4/7/2017 1:05,192.168.10.51,192.168.10.3,17,14518,53,2,2,68,132.0,24265,164.8464867,0,BENIGN
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,27710,80,3,4,26,11601.0,99618,70.26842538,0,DDoS
4/7/2017 11:20,192.168.10.3,192.168.10.1,17,62069,53,1,1,42,134.0,60261,33.18896135,0,BENIGN
5/7/2017 12:54,216.58.219.238,192.168.10.51,6,443,41286,1,1,0,0.0,52,38461.53846,0,BENIGN
5/7/2017 3:10,192.168.10.14,176.32.96.208,6,56334,443,21,19,1103,3314.0,115715402,0.345675678,0,BENIGN
5/7/2017 11:01,192.168.10.14,119.81.183.216,6,52515,443,7,4,366,3293.0,976703,11.26237966,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,62119,80,4,0,24,0.0,2478815,1.613674276,0,DDoS
4/7/2017 2:03,45.56.65.7,192.168.10.51,6,80,55635,1,1,0,0.0,54,37037.03704,0,BENIGN
5/7/2017 10:38,192.168.10.9,192.168.10.3,17,51352,53,2,2,82,138.0,160,25000.0,0,BENIGN
4/7/2017 4:58,192.168.10.16,192.168.10.3,17,62058,53,2,2,88,188.0,178,22471.91011,0,BENIGN
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,34037,80,5,0,30,0.0,3701893,1.350660324,0,DDoS
4/7/2017 2:23,192.168.10.12,206.217.206.48,6,36842,443,11,8,539,6066.0,162133,117.1877409,0,BENIGN
5/7/2017 3:18,192.168.10.25,192.168.10.50,6,53083,41725,2,0,617,0.0,1,2000000.0,1,BENIGN
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,35953,80,2,5,20,11601.0,1270632,5.509069502,0,DDoS
7/7/2017 3:59,192.168.10.50,172.16.0.1,6,80,18936,1,5,6,30.0,1919665,3.125545343,0,BENIGN
7/7/2017 4:14,192.168.10.5,192.168.10.3,17,60909,53,4,2,180,208.0,49430,121.383775,0,BENIGN
5/7/2017 3:09,192.168.10.5,192.168.10.3,17,62484,53,2,2,94,350.0,202,19801.9802,0,BENIGN
5/7/2017 8:51,192.168.10.5,172.217.10.66,6,49485,443,10,9,532,4195.0,1116052,17.02429636,0,BENIGN
7/7/2017 4:04,192.168.10.50,172.16.0.1,6,80,62943,1,6,6,36.0,6629915,1.055820474,0,BENIGN
4/7/2017 4:26,192.168.10.9,52.15.143.191,6,10606,443,10,7,844,3264.0,8360602,2.033346403,0,BENIGN
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,63805,80,3,4,26,11601.0,120398,58.14050067,0,DDoS
7/7/2017 4:15,192.168.10.50,172.16.0.1,6,80,49717,1,6,6,36.0,9110623,0.768333845,0,BENIGN
5/7/2017 9:31,192.168.10.50,192.168.10.3,17,35357,53,2,2,46,46.0,154,25974.02597,0,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56204,80,8,6,56,11607.0,75015860,0.186627201,0,DDoS
5/7/2017 10:38,192.168.10.16,192.168.10.3,17,32151,53,2,2,66,244.0,26040,153.609831,0,BENIGN
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,42431,80,5,0,30,0.0,4520932,1.105966646,0,DDoS
4/7/2017 1:55,192.168.10.8,192.168.10.3,17,61717,53,2,2,116,238.0,47540,84.13967186,0,BENIGN
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,41474,80,5,0,30,0.0,5329874,0.938108481,0,DDoS
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,58994,80,8,4,56,11601.0,97732825,0.122783722,0,DDoS
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,21288,80,3,6,26,11607.0,1314238,6.848074702,0,DDoS
5/7/2017 3:46,192.168.10.50,192.168.10.3,17,19427,53,2,2,46,46.0,159,25157.2327,0,BENIGN
5/7/2017 12:44,192.168.10.51,172.217.10.38,6,38425,443,28,23,6052,8372.0,110144452,0.463028315,0,BENIGN
7/7/2017 4:00,172.16.0.1,192.168.10.50,6,58653,80,8,4,56,11601.0,76989029,0.155866364,0,DDoS
4/7/2017 9:50,172.16.0.1,192.168.10.50,6,56212,21,2,1,14,0.0,236,12711.86441,1,FTP-Patator
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,54782,80,8,4,56,11607.0,89960203,0.133392318,0,DDoS
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,17446,80,5,0,30,0.0,5936021,0.842315079,0,DDoS
4/7/2017 4:12,192.168.10.12,178.255.83.1,6,49226,80,3,4,439,859.0,47986,145.8758805,0,BENIGN
5/7/2017 4:48,23.208.165.24,192.168.10.9,6,80,23436,1,1,6,6.0,121,16528.92562,0,BENIGN
4/7/2017 3:06,172.16.0.1,192.168.10.50,6,52012,22,21,32,2008,2745.0,11996595,4.417920252,0,SSH-Patator
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56487,80,3,4,26,11601.0,1739591,4.023934362,0,DDoS
7/7/2017 4:00,172.16.0.1,192.168.10.50,6,57156,80,9,6,62,11607.0,75027433,0.199926872,0,DDoS
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,59363,80,3,6,26,11601.0,40848,220.3290247,0,DDoS
7/7/2017 3:56,172.16.0.1,192.168.10.50,6,14230,80,3,6,26,11601.0,875767,10.27670602,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,64821,80,3,5,26,11601.0,624931,12.80141328,0,DDoS
5/7/2017 2:33,192.168.10.8,192.168.10.3,17,58932,53,2,2,90,354.0,54126,73.90163692,0,BENIGN
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,52331,80,3,4,26,11601.0,140250,49.91087344,0,DDoS
4/7/2017 4:55,192.168.10.3,192.168.10.1,17,60877,53,1,1,59,107.0,31633,63.22511301,0,BENIGN
4/7/2017 2:41,192.168.10.14,192.168.10.3,17,57765,53,2,2,138,202.0,161,24844.7205,0,BENIGN
5/7/2017 1:52,192.168.10.5,209.15.36.34,6,52804,80,2,0,12,0.0,2391,836.4700962,0,BENIGN
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,50426,80,3,4,26,11601.0,33027,211.9478003,0,DDoS
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,14772,80,5,0,30,0.0,7802792,0.640796269,0,DDoS
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,64494,80,5,0,30,0.0,12022368,0.415891445,0,DDoS
4/7/2017 9:43,192.168.10.5,192.168.10.3,17,54808,53,2,2,60,414.0,233,17167.38197,0,BENIGN
7/7/2017 4:01,192.168.10.50,172.16.0.1,6,80,58997,6,9,11607,62.0,77078789,0.194606067,0,BENIGN
7/7/2017 4:11,192.168.10.50,172.16.0.1,6,80,59890,7,9,12982,56.0,97826374,0.163555076,1,BENIGN
5/7/2017 11:17,192.168.10.16,52.85.112.24,6,35922,80,11,11,323,456.0,75118967,0.292868777,0,BENIGN
7/7/2017 4:12,172.16.0.1,192.168.10.50,6,61908,80,8,5,56,11601.0,97252048,0.133673278,0,DDoS
4/7/2017 4:44,192.168.10.19,192.168.10.3,17,2278,53,2,2,66,150.0,48475,82.51676122,0,BENIGN
5/7/2017 3:57,192.168.10.16,172.217.11.34,6,54666,443,16,11,801,4472.0,398225,67.80086634,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,15586,80,3,5,26,11607.0,294987,27.11983918,0,DDoS
4/7/2017 2:02,192.168.10.5,74.121.134.231,6,57762,443,12,12,12,0.0,110944167,0.216325028,0,BENIGN
4/7/2017 9:32,192.168.10.50,192.168.10.3,17,2175,53,2,2,46,46.0,205,19512.19512,0,BENIGN
4/7/2017 3:14,52.84.145.65,192.168.10.25,6,443,61811,1,1,0,0.0,82,24390.2439,0,BENIGN
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,55911,80,3,6,26,11607.0,645487,13.9429609,0,DDoS
4/7/2017 9:15,192.168.10.5,192.168.10.3,17,59833,53,2,2,86,206.0,37534,106.5700432,0,BENIGN
4/7/2017 11:14,52.84.145.207,192.168.10.25,6,443,52576,1,1,0,0.0,41,48780.4878,0,BENIGN
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,58591,80,3,6,26,11601.0,495382,18.16779778,0,DDoS
5/7/2017 1:54,192.168.10.17,151.101.0.249,6,59077,80,26,24,362,16029.0,117299668,0.426258666,0,BENIGN
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,60647,80,3,6,26,11607.0,202550,44.43347322,0,DDoS
7/7/2017 4:06,192.168.10.50,172.16.0.1,6,80,51646,5,9,11607,62.0,81940124,0.170856466,0,BENIGN
5/7/2017 12:02,192.168.10.25,23.15.4.24,6,51751,443,3,4,86,7.0,30881,226.6765973,0,BENIGN
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,22779,80,3,6,26,11607.0,50983,176.5294314,0,DDoS
5/7/2017 2:03,192.168.10.9,192.168.10.3,17,52411,53,2,2,60,264.0,91256,43.83273429,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,52220,80,8,5,56,11607.0,72777040,0.178627765,0,DDoS
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,40271,80,3,5,26,11601.0,1880006,4.255305568,0,DDoS
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,29784,80,3,6,26,11607.0,1403563,6.412252247,0,DDoS
7/7/2017 4:13,192.168.10.50,172.16.0.1,6,80,60657,1,5,6,30.0,10812383,0.554919299,0,BENIGN
5/7/2017 10:19,192.168.10.15,72.21.91.29,6,52543,80,3,1,12,0.0,5440528,0.735222758,0,BENIGN
4/7/2017 10:11,172.16.0.1,192.168.10.50,6,58926,21,2,1,14,0.0,241,12448.13278,1,FTP-Patator
4/7/2017 2:27,192.168.10.3,192.168.10.1,17,60477,53,1,1,62,139.0,656,3048.780488,0,BENIGN
5/7/2017 3:07,192.168.10.5,207.200.74.133,6,53492,443,29,33,6717,8588.0,73621060,0.84215033,0,BENIGN
7/7/2017 3:58,192.168.10.16,192.168.10.3,17,24976,53,2,2,90,654.0,281,14234.87544,0,BENIGN
5/7/2017 3:10,192.168.10.51,192.168.10.3,17,10096,53,2,2,62,234.0,62104,64.40808966,0,BENIGN
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,30707,80,3,5,26,11601.0,57132,140.0266051,0,DDoS
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,50706,80,3,4,26,11607.0,34229,204.5049519,0,DDoS
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,57713,80,3,5,26,11601.0,696515,11.48575408,0,DDoS
4/7/2017 9:15,192.168.10.3,192.168.10.1,17,62391,53,1,1,53,69.0,143098,13.97643573,0,BENIGN
5/7/2017 10:36,192.168.10.15,192.168.10.3,17,53623,53,2,2,144,308.0,23959,166.9518761,0,BENIGN
5/7/2017 9:39,192.168.10.25,104.43.20.116,6,50064,443,13,8,934,4531.0,1133605,18.52497122,0,BENIGN
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,54949,80,3,5,26,11601.0,1778131,4.499106084,0,DDoS
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,53220,80,8,5,56,11601.0,87543999,0.148496758,0,DDoS
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,49170,80,3,4,26,11601.0,1131475,6.186614817,0,DDoS
5/7/2017 9:10,192.168.10.9,192.168.10.3,17,56671,53,2,2,76,108.0,186,21505.37634,0,BENIGN
4/7/2017 10:53,192.168.10.14,192.168.10.3,17,54160,53,2,2,74,208.0,198,20202.0202,0,BENIGN
4/7/2017 9:26,192.168.10.50,23.21.110.0,6,42750,443,2,0,0,0.0,1,2000000.0,0,BENIGN
4/7/2017 10:48,192.168.10.3,192.168.10.1,17,61955,53,1,1,62,116.0,61609,32.46278953,0,BENIGN
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,50858,80,3,5,26,11601.0,45347,176.4174036,0,DDoS
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,54975,80,8,5,56,11607.0,90080360,0.144315587,0,DDoS
7/7/2017 4:16,172.16.0.1,192.168.10.50,6,51197,80,3,5,26,11601.0,248587,32.18189205,0,DDoS
5/7/2017 4:17,192.168.10.3,192.168.10.1,17,62470,53,1,1,44,148.0,71569,27.94506001,0,BENIGN
4/7/2017 9:15,192.168.10.17,192.168.10.3,17,58395,53,2,2,78,206.0,31155,128.3903065,0,BENIGN
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,59830,80,5,0,30,0.0,3953916,1.264569101,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,26060,80,3,7,26,11601.0,335366,29.81816881,0,DDoS
5/7/2017 2:40,192.168.10.3,192.168.10.1,17,61834,53,1,1,58,124.0,416,4807.692308,0,BENIGN
4/7/2017 11:29,192.168.10.5,192.168.10.3,17,64943,53,4,2,176,202.0,48150,124.6105919,0,BENIGN
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,54499,80,3,6,26,11601.0,658456,13.66833927,0,DDoS
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,30656,80,3,6,26,11607.0,57968,155.2580734,0,DDoS
4/7/2017 10:23,213.19.161.155,192.168.10.16,6,80,56674,1,1,0,0.0,108,18518.51852,0,BENIGN
7/7/2017 4:00,172.16.0.1,192.168.10.50,6,19738,80,4,0,24,0.0,2274916,1.75830668,0,DDoS
7/7/2017 4:01,192.168.10.50,172.16.0.1,6,80,56720,1,5,1375,24.0,10712690,0.560083415,1,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56824,80,3,5,26,11607.0,579461,13.80593345,0,DDoS
4/7/2017 2:32,157.240.18.19,192.168.10.51,6,443,49153,3,0,76,0.0,5,600000.0,1,BENIGN
4/7/2017 9:56,172.16.0.1,192.168.10.50,6,57038,21,2,0,14,0.0,49,40816.32653,1,FTP-Patator
5/7/2017 11:16,192.168.10.19,91.189.89.198,17,123,123,1,1,48,48.0,94246,21.22105978,0,BENIGN
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,49499,80,4,0,24,0.0,1570977,2.546186227,0,DDoS
7/7/2017 4:00,192.168.10.50,172.16.0.1,6,80,55499,8,8,11607,56.0,7111494,2.249878858,0,BENIGN
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,39075,80,3,6,26,11601.0,593815,15.15623553,0,DDoS
4/7/2017 2:16,192.168.10.3,192.168.10.1,17,60085,53,1,1,52,68.0,30575,65.41291905,0,BENIGN
5/7/2017 2:34,173.241.242.143,192.168.10.8,6,80,58129,1,1,187,6.0,51,39215.68627,0,BENIGN
5/7/2017 9:14,192.168.10.3,192.168.10.1,17,61573,53,1,1,73,155.0,30547,65.47287786,0,BENIGN
4/7/2017 10:17,172.16.0.1,192.168.10.50,6,59728,21,2,1,14,0.0,229,13100.43668,1,FTP-Patator
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,64196,80,5,0,30,0.0,8165789,0.612310703,0,DDoS
4/7/2017 2:32,192.168.10.19,91.189.89.199,17,123,123,1,1,48,48.0,94372,21.19272666,0,BENIGN
