<<<<<<< HEAD
row_id,timestamp,source,event_type,severity,raw_fields,source_file,source_row
D022,2026-09-01T02:04:15,185.72.44.19,login,high,"{""bytes"":626,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:04:15"",""username"":""admin""}",anomaly_logs.csv,22
D023,2026-09-01T02:05:18,185.72.44.19,login,high,"{""bytes"":632,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:05:18"",""username"":""admin""}",anomaly_logs.csv,23
D024,2026-09-01T02:06:21,185.72.44.19,login,high,"{""bytes"":638,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:06:21"",""username"":""admin""}",anomaly_logs.csv,24
D025,2026-09-01T02:07:24,185.72.44.19,login,high,"{""bytes"":644,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:07:24"",""username"":""admin""}",anomaly_logs.csv,25
D026,2026-09-01T02:08:27,185.72.44.19,login,high,"{""bytes"":650,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:08:27"",""username"":""admin""}",anomaly_logs.csv,26
D027,2026-09-01T02:09:30,185.72.44.19,login,high,"{""bytes"":656,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:09:30"",""username"":""admin""}",anomaly_logs.csv,27
D028,2026-09-01T02:10:33,185.72.44.19,login,high,"{""bytes"":662,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:10:33"",""username"":""admin""}",anomaly_logs.csv,28
D029,2026-09-01T02:11:36,185.72.44.19,login,high,"{""bytes"":668,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:11:36"",""username"":""admin""}",anomaly_logs.csv,29
D030,2026-09-01T02:12:39,185.72.44.19,login,high,"{""bytes"":674,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 02:12:39"",""username"":""admin""}",anomaly_logs.csv,30
D031,2026-09-01T03:13:42,185.72.44.19,login,high,"{""bytes"":680,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:13:42"",""username"":""admin""}",anomaly_logs.csv,31
D032,2026-09-01T03:14:45,185.72.44.19,login,high,"{""bytes"":686,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:14:45"",""username"":""admin""}",anomaly_logs.csv,32
D033,2026-09-01T03:15:48,185.72.44.19,login,high,"{""bytes"":692,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:15:48"",""username"":""admin""}",anomaly_logs.csv,33
D034,2026-09-01T03:16:51,185.72.44.19,login,high,"{""bytes"":698,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:16:51"",""username"":""admin""}",anomaly_logs.csv,34
D035,2026-09-01T03:17:54,185.72.44.19,login,high,"{""bytes"":704,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:17:54"",""username"":""admin""}",anomaly_logs.csv,35
D036,2026-09-01T03:18:57,185.72.44.19,login,high,"{""bytes"":710,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:18:57"",""username"":""admin""}",anomaly_logs.csv,36
D037,2026-09-01T03:19:00,185.72.44.19,login,high,"{""bytes"":716,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:19:00"",""username"":""admin""}",anomaly_logs.csv,37
D038,2026-09-01T03:20:03,185.72.44.19,login,high,"{""bytes"":722,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:20:03"",""username"":""admin""}",anomaly_logs.csv,38
D039,2026-09-01T03:21:06,185.72.44.19,login,high,"{""bytes"":728,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:21:06"",""username"":""admin""}",anomaly_logs.csv,39
D040,2026-09-01T03:22:09,185.72.44.19,login,high,"{""bytes"":734,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:22:09"",""username"":""admin""}",anomaly_logs.csv,40
D041,2026-09-01T03:23:12,185.72.44.19,login,high,"{""bytes"":740,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:23:12"",""username"":""admin""}",anomaly_logs.csv,41
D042,2026-09-01T03:24:15,185.72.44.19,login,high,"{""bytes"":746,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:24:15"",""username"":""admin""}",anomaly_logs.csv,42
D043,2026-09-01T03:25:18,185.72.44.19,login,high,"{""bytes"":752,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:25:18"",""username"":""admin""}",anomaly_logs.csv,43
D044,2026-09-01T03:26:21,185.72.44.19,login,high,"{""bytes"":758,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:26:21"",""username"":""admin""}",anomaly_logs.csv,44
D045,2026-09-01T03:27:24,185.72.44.19,login,high,"{""bytes"":764,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:27:24"",""username"":""admin""}",anomaly_logs.csv,45
D046,2026-09-01T03:28:27,185.72.44.19,login,high,"{""bytes"":770,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:28:27"",""username"":""admin""}",anomaly_logs.csv,46
D047,2026-09-01T03:29:30,185.72.44.19,login,high,"{""bytes"":776,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:29:30"",""username"":""admin""}",anomaly_logs.csv,47
D048,2026-09-01T03:30:33,185.72.44.19,login,high,"{""bytes"":782,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:30:33"",""username"":""admin""}",anomaly_logs.csv,48
D049,2026-09-01T03:31:36,185.72.44.19,login,high,"{""bytes"":788,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:31:36"",""username"":""admin""}",anomaly_logs.csv,49
D050,2026-09-01T03:32:39,185.72.44.19,login,high,"{""bytes"":794,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Laptop"",""message"":""Admin login during unusual hours"",""protocol"":""HTTPS"",""status"":""SUCCESS"",""timestamp_raw"":""2026-09-01 03:32:39"",""username"":""admin""}",anomaly_logs.csv,50
D051,2026-09-01T10:21:15,91.203.44.17,login,high,"{""bytes"":390,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:15"",""username"":""admin""}",anomaly_logs.csv,51
D052,2026-09-01T10:21:17,91.203.44.17,login,high,"{""bytes"":391,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:17"",""username"":""admin""}",anomaly_logs.csv,52
D053,2026-09-01T10:21:19,91.203.44.17,login,high,"{""bytes"":392,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:19"",""username"":""admin""}",anomaly_logs.csv,53
D054,2026-09-01T10:21:21,91.203.44.17,login,high,"{""bytes"":393,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:21"",""username"":""admin""}",anomaly_logs.csv,54
D055,2026-09-01T10:21:23,91.203.44.17,login,high,"{""bytes"":394,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:23"",""username"":""admin""}",anomaly_logs.csv,55
D056,2026-09-01T10:21:25,91.203.44.17,login,high,"{""bytes"":395,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:25"",""username"":""admin""}",anomaly_logs.csv,56
D057,2026-09-01T10:21:27,91.203.44.17,login,high,"{""bytes"":396,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:27"",""username"":""admin""}",anomaly_logs.csv,57
D058,2026-09-01T10:21:29,91.203.44.17,login,high,"{""bytes"":397,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:29"",""username"":""admin""}",anomaly_logs.csv,58
D059,2026-09-01T10:21:31,91.203.44.17,login,high,"{""bytes"":398,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:31"",""username"":""admin""}",anomaly_logs.csv,59
D060,2026-09-01T10:21:33,91.203.44.17,login,high,"{""bytes"":399,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:33"",""username"":""admin""}",anomaly_logs.csv,60
D061,2026-09-01T10:21:35,91.203.44.17,login,high,"{""bytes"":400,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:35"",""username"":""admin""}",anomaly_logs.csv,61
D062,2026-09-01T10:21:37,91.203.44.17,login,high,"{""bytes"":401,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:37"",""username"":""admin""}",anomaly_logs.csv,62
D063,2026-09-01T10:21:39,91.203.44.17,login,high,"{""bytes"":402,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:39"",""username"":""admin""}",anomaly_logs.csv,63
D064,2026-09-01T10:21:41,91.203.44.17,login,high,"{""bytes"":403,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:41"",""username"":""admin""}",anomaly_logs.csv,64
D065,2026-09-01T10:21:43,91.203.44.17,login,high,"{""bytes"":404,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:43"",""username"":""admin""}",anomaly_logs.csv,65
D066,2026-09-01T10:21:45,91.203.44.17,login,high,"{""bytes"":405,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:45"",""username"":""admin""}",anomaly_logs.csv,66
D067,2026-09-01T10:21:47,91.203.44.17,login,high,"{""bytes"":406,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:47"",""username"":""admin""}",anomaly_logs.csv,67
D068,2026-09-01T10:21:49,91.203.44.17,login,high,"{""bytes"":407,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:49"",""username"":""admin""}",anomaly_logs.csv,68
D069,2026-09-01T10:21:51,91.203.44.17,login,high,"{""bytes"":408,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:51"",""username"":""admin""}",anomaly_logs.csv,69
D070,2026-09-01T10:21:53,91.203.44.17,login,high,"{""bytes"":409,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:21:53"",""username"":""admin""}",anomaly_logs.csv,70
D071,2026-09-01T10:22:55,91.203.44.17,login,high,"{""bytes"":390,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:55"",""username"":""admin""}",anomaly_logs.csv,71
D072,2026-09-01T10:22:57,91.203.44.17,login,high,"{""bytes"":391,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:57"",""username"":""admin""}",anomaly_logs.csv,72
D073,2026-09-01T10:22:59,91.203.44.17,login,high,"{""bytes"":392,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:59"",""username"":""admin""}",anomaly_logs.csv,73
D074,2026-09-01T10:22:01,91.203.44.17,login,high,"{""bytes"":393,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:01"",""username"":""admin""}",anomaly_logs.csv,74
D075,2026-09-01T10:22:03,91.203.44.17,login,high,"{""bytes"":394,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:03"",""username"":""admin""}",anomaly_logs.csv,75
D076,2026-09-01T10:22:05,91.203.44.17,login,high,"{""bytes"":395,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:05"",""username"":""admin""}",anomaly_logs.csv,76
D077,2026-09-01T10:22:07,91.203.44.17,login,high,"{""bytes"":396,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:07"",""username"":""admin""}",anomaly_logs.csv,77
D078,2026-09-01T10:22:09,91.203.44.17,login,high,"{""bytes"":397,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:09"",""username"":""admin""}",anomaly_logs.csv,78
D079,2026-09-01T10:22:11,91.203.44.17,login,high,"{""bytes"":398,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:11"",""username"":""admin""}",anomaly_logs.csv,79
D080,2026-09-01T10:22:13,91.203.44.17,login,high,"{""bytes"":399,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:13"",""username"":""admin""}",anomaly_logs.csv,80
D081,2026-09-01T10:22:15,91.203.44.17,login,high,"{""bytes"":400,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:15"",""username"":""admin""}",anomaly_logs.csv,81
D082,2026-09-01T10:22:17,91.203.44.17,login,high,"{""bytes"":401,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:17"",""username"":""admin""}",anomaly_logs.csv,82
D083,2026-09-01T10:22:19,91.203.44.17,login,high,"{""bytes"":402,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:19"",""username"":""admin""}",anomaly_logs.csv,83
D084,2026-09-01T10:22:21,91.203.44.17,login,high,"{""bytes"":403,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:21"",""username"":""admin""}",anomaly_logs.csv,84
D085,2026-09-01T10:22:23,91.203.44.17,login,high,"{""bytes"":404,""dest_ip"":""10.0.0.10"",""device"":""Unknown-Device"",""message"":""Repeated failed admin login attempt"",""protocol"":""HTTPS"",""status"":""FAILED"",""timestamp_raw"":""2026-09-01 10:22:23"",""username"":""admin""}",anomaly_logs.csv,85
