row_id,timestamp,source,event_type,severity,raw_fields,source_file,source_row
F042,2026-09-01T09:16:28,192.168.1.21,login_success,info,"{""bytes"": 1012, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 443, ""device"": ""LAP-EMP-01"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee01""}",demo_feed.csv,42
F043,2026-09-01T09:17:41,192.168.1.22,file_access,info,"{""bytes"": 1049, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 443, ""device"": ""LAP-EMP-02"", ""message"": ""Routine activity"", ""path"": ""/share/team/agenda.pdf"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee02""}",demo_feed.csv,43
F044,2026-09-01T09:20:00,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,44
F045,2026-09-01T09:20:26,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,45
F046,2026-09-01T09:20:52,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,46
F047,2026-09-01T09:21:18,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,47
F048,2026-09-01T09:21:44,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,48
F049,2026-09-01T09:22:10,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,49
F050,2026-09-01T09:22:36,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,50
F051,2026-09-01T09:23:02,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,51
F052,2026-09-01T09:23:28,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,52
F053,2026-09-01T09:23:54,203.0.113.66,failed_login,high,"{""bytes"": 180, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication failure"", ""protocol"": ""SSH"", ""status"": ""FAILED"", ""user"": ""admin""}",demo_feed.csv,53
F054,2026-09-01T09:24:40,203.0.113.66,login_success,critical,"{""bytes"": 640, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Brute force"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Host"", ""message"": ""Authentication success after repeated failures"", ""protocol"": ""SSH"", ""status"": ""SUCCESS"", ""user"": ""admin""}",demo_feed.csv,54
F055,2026-09-01T09:40:00,192.168.1.21,http_request,info,"{""bytes"": 420, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-01"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee01""}",demo_feed.csv,55
F056,2026-09-01T09:41:13,192.168.1.22,login_success,info,"{""bytes"": 457, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-02"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee02""}",demo_feed.csv,56
F057,2026-09-01T09:42:26,192.168.1.23,file_access,info,"{""bytes"": 494, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""DESK-EMP-03"", ""message"": ""Routine activity"", ""path"": ""/share/team/agenda.pdf"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee03""}",demo_feed.csv,57
F058,2026-09-01T09:43:39,192.168.1.24,http_request,info,"{""bytes"": 531, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""MOB-EMP-04"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee04""}",demo_feed.csv,58
F059,2026-09-01T09:44:52,192.168.1.21,logout,info,"{""bytes"": 568, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-01"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee01""}",demo_feed.csv,59
F060,2026-09-01T09:45:05,192.168.1.22,http_request,info,"{""bytes"": 605, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-02"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee02""}",demo_feed.csv,60
F061,2026-09-01T09:46:18,192.168.1.23,login_success,info,"{""bytes"": 642, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""DESK-EMP-03"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee03""}",demo_feed.csv,61
F062,2026-09-01T09:47:31,192.168.1.24,file_access,info,"{""bytes"": 679, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""MOB-EMP-04"", ""message"": ""Routine activity"", ""path"": ""/share/team/agenda.pdf"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee04""}",demo_feed.csv,62
F063,2026-09-01T09:48:44,192.168.1.21,http_request,info,"{""bytes"": 716, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-01"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee01""}",demo_feed.csv,63
F064,2026-09-01T09:49:57,192.168.1.22,logout,info,"{""bytes"": 753, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-02"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee02""}",demo_feed.csv,64
F065,2026-09-01T09:50:10,192.168.1.23,http_request,info,"{""bytes"": 790, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""DESK-EMP-03"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee03""}",demo_feed.csv,65
F066,2026-09-01T09:51:23,192.168.1.24,login_success,info,"{""bytes"": 827, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""MOB-EMP-04"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee04""}",demo_feed.csv,66
F067,2026-09-01T09:52:36,192.168.1.21,file_access,info,"{""bytes"": 864, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-01"", ""message"": ""Routine activity"", ""path"": ""/share/team/agenda.pdf"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee01""}",demo_feed.csv,67
F068,2026-09-01T09:53:49,192.168.1.22,http_request,info,"{""bytes"": 901, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""LAP-EMP-02"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee02""}",demo_feed.csv,68
F069,2026-09-01T09:54:02,192.168.1.23,logout,info,"{""bytes"": 938, ""demo_expect"": ""normal"", ""demo_phase"": ""Baseline traffic"", ""dest_ip"": ""10.0.0.15"", ""dest_port"": 443, ""device"": ""DESK-EMP-03"", ""message"": ""Routine activity"", ""protocol"": ""HTTPS"", ""status"": ""SUCCESS"", ""user"": ""employee03""}",demo_feed.csv,69
F070,2026-09-01T10:00:00,198.51.100.23,network_request,high,"{""bytes"": 60, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Port scan"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 21, ""device"": ""Unknown-Scanner"", ""message"": ""Connection attempt to port 21"", ""protocol"": ""TCP"", ""status"": ""NO_REPLY""}",demo_feed.csv,70
F071,2026-09-01T10:00:18,198.51.100.23,network_request,high,"{""bytes"": 60, ""demo_expect"": ""suspicious"", ""demo_phase"": ""Port scan"", ""dest_ip"": ""10.0.0.10"", ""dest_port"": 22, ""device"": ""Unknown-Scanner"", ""message"": ""Connection attempt to port 22"", ""protocol"": ""TCP"", ""status"": ""NO_REPLY""}",demo_feed.csv,71
